|filename                                                    | depth     | fanout    | filesize  | disk (blk)|
|./lib/.build-id/bf/f34d010862ac5c25de63351912447877c240d6   | 4         | 0         | 44        | 0         |
|./lib/.build-id/bf/4dd6d7f269a38149628f643aee540f725e9e66   | 4         | 0         | 29        | 0         |
|./lib/.build-id/7e                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/7e/e6347e8a2f90d6ce967d8d9157bc246217a7a6   | 4         | 0         | 38        | 0         |
|./lib/.build-id/7e/38c6e3b12c68566d2bbf087b9810ca6f04c8e9   | 4         | 0         | 26        | 0         |
|./lib/.build-id/c8                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/c8/51906a3de6152b1812f63098bfc100f9359388   | 4         | 0         | 25        | 0         |
|./lib/.build-id/d0                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/d0/98c7ee8062b3dd02b016f0013c39a0966ad93a   | 4         | 0         | 57        | 0         |
|./lib/.build-id/00                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/00/b61f20d506a6f9e10a9f27d26b27d3cd54eb50   | 4         | 0         | 27        | 0         |
|./lib/.build-id/00/5da1bb0708d25083ac0d751295bbebf9e86308   | 4         | 0         | 26        | 0         |
|./lib/.build-id/15                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/15/320ee051dadb717e9bdc595abdbf8e38ec2079   | 4         | 0         | 26        | 0         |
|./lib/.build-id/15/e4f26a960044fc108b6601c6247d4d79bc80fb   | 4         | 0         | NA        | NA        |
|./lib/.build-id/36                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/36/48c8084d99121041bf1fb3e66b7ebb60b11f21   | 4         | 0         | 38        | 0         |
|./lib/.build-id/4f                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/4f/404bd469bc0662d2ad8fb968bb1877edfd0767   | 4         | 0         | 42        | 0         |
|./lib/.build-id/01                                          | 3         | 3         | NA        | NA        |
|./lib/.build-id/01/f5a87ec54ccb535283de67b2448fc8805607b7   | 4         | 0         | 44        | 0         |
|./lib/.build-id/01/3e7080ca801c468d3761f4d01d5c23d8118a6e   | 4         | 0         | 44        | 0         |
|./lib/.build-id/01/f6798fa585d5342b709ad3024348abec8d3390   | 4         | 0         | 36        | 0         |
|./lib/.build-id/05                                          | 3         | 3         | NA        | NA        |
|./lib/.build-id/05/289aff83136c861ac4f9ed112fc67a6e98b276   | 4         | 0         | 26        | 0         |
|./lib/.build-id/05/57c6fec4b2daf0bfe29c866d0824f2ad799295   | 4         | 0         | 39        | 0         |
|./lib/.build-id/05/b0efb539e1c98340fdb064287a3eb13326589c   | 4         | 0         | 25        | 0         |
|./lib/.build-id/6a                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/6a/7bcf8365558b7807f4c37dcfebfddcdab85c8c   | 4         | 0         | 24        | 0         |
|./lib/.build-id/02                                          | 3         | 3         | NA        | NA        |
|./lib/.build-id/02/23782c233a6d7127f050d3a3580b1005aec632   | 4         | 0         | 42        | 0         |
|./lib/.build-id/02/4d379213d90f33f4fe45cb6adf1ab71e18d3e8   | 4         | 0         | 31        | 0         |
|./lib/.build-id/02/352aec91082bccd4edfa970a013d2d41f7bc75   | 4         | 0         | 26        | 0         |
|./lib/.build-id/80                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/80/0e61d83665e01305f1c0972f95159679212bbe   | 4         | 0         | 37        | 0         |
|./lib/.build-id/c2                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/c2/1c4fde862c31c457b89a0a4d419d62a09fbfcd   | 4         | 0         | 23        | 0         |
|./lib/.build-id/5c                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/5c/fda7ec15cbda8a37c407089fd049962c438d12   | 4         | 0         | 39        | 0         |
|./lib/.build-id/3b                                          | 3         | 3         | NA        | NA        |
|./lib/.build-id/3b/a7d8a9eb99f6c8e0483420ed26e19b788f7089   | 4         | 0         | 43        | 0         |
|./lib/.build-id/3b/c047df9d357f6a789410568a9e70741018307e   | 4         | 0         | 32        | 0         |
|./lib/.build-id/3b/3a124590bd829fe6807894b2e978f190960c11   | 4         | 0         | 25        | 0         |
|./lib/.build-id/c1                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/c1/a9e8ef8aed703e804d7402982ba84411d7675c   | 4         | 0         | 27        | 0         |
|./lib/.build-id/c1/027f25cfb0a03c99c402aee17c089fc71a38e6   | 4         | 0         | 38        | 0         |
|./lib/.build-id/66                                          | 3         | 4         | NA        | NA        |
|./lib/.build-id/66/2798a72e783c9c83c075c5b51b4db4f966fe8e   | 4         | 0         | 43        | 0         |
|./lib/.build-id/66/5f45fb4e0aea0eaf7ce1a68efdc86728efd8a3   | 4         | 0         | 44        | 0         |
|./lib/.build-id/66/2daf184135dac1f5a110ec68402d0fdb09e327   | 4         | 0         | 39        | 0         |
|./lib/.build-id/66/e95f52d96558c37a650097e9872084a3072ff5   | 4         | 0         | 40        | 0         |
|./lib/.build-id/e0                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/e0/a1ea731e3fd763ad75031a2d55428620077841   | 4         | 0         | 49        | 0         |
|./lib/.build-id/e0/0bfc9bf88427002adacfdfa06516d50c737019   | 4         | 0         | 40        | 0         |
|./lib/.build-id/a0                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/a0/058b533037a9b2d46938012d7bc0b01aac2092   | 4         | 0         | 46        | 0         |
|./lib/.build-id/08                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/08/136bf86d930d8c37eef90f174cd275795c033a   | 4         | 0         | 41        | 0         |
|./lib/.build-id/79                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/79/84a199c68764520d5c43e1e6e9adbda57bb44c   | 4         | 0         | 43        | 0         |
|./lib/.build-id/44                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/44/400bf79008688923282fab81ee753840599736   | 4         | 0         | 38        | 0         |
|./lib/.build-id/44/444e52be92594530a4e2ce236140e6cda33765   | 4         | 0         | 37        | 0         |
|./lib/.build-id/34                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/34/133621a933d447504d975617b737dad0e8c1cd   | 4         | 0         | 36        | 0         |
|./lib/.build-id/34/d78060d21e5993130b9cfef1cf0197087e4baa   | 4         | 0         | 39        | 0         |
|./lib/.build-id/04                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/04/0ce256dc786a4cd44b1534c93bff353c511907   | 4         | 0         | 23        | 0         |
|./lib/.build-id/04/9415e08b2c568a2f1e75b03b1c5540d73fd93e   | 4         | 0         | 36        | 0         |
|./lib/.build-id/48                                          | 3         | 4         | NA        | NA        |
|./lib/.build-id/48/88ba2d31ed3c0308161fafb612494b464a0f01   | 4         | 0         | 24        | 0         |
|./lib/.build-id/48/d1a9c5a42c6dc8f74c5edcfc51ba2e1d5d5c26   | 4         | 0         | 41        | 0         |
|./lib/.build-id/48/74f83919a16f7b039622be046c18261252191b   | 4         | 0         | 38        | 0         |
|./lib/.build-id/48/3400e06ff37925adbd45f7643799c61e0751f9   | 4         | 0         | 37        | 0         |
|./lib/.build-id/1b                                          | 3         | 6         | NA        | NA        |
|./lib/.build-id/1b/a40af1be5d43b869fdcfdf615bcdf3027fe1d8   | 4         | 0         | 23        | 0         |
|./lib/.build-id/1b/96f88457772009fb6b5a9c2dc475872aa89ff6   | 4         | 0         | 25        | 0         |
|./lib/.build-id/1b/780919ff66b649a98ee958ef749b248e9141db.3 | 4         | 0         | 27        | 0         |
